會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,183430.0,361635.0,498854.0,446776.0
本期稅前淨利（淨損）,183430.0,361635.0,498854.0,446776.0
折舊費用,100353.0,204059.0,308604.0,422209.0
攤銷費用,4212.0,8497.0,12749.0,18365.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,1297.0,387.0,240.0,7798.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-6873.0,29895.0,51512.0,59993.0
利息費用,2575.0,5393.0,8736.0,11431.0
利息收入,-2314.0,-5525.0,-8446.0,-15566.0
股利收入,-13926.0,-13926.0,-23903.0,-23903.0
股份基礎給付酬勞成本,5470.0,31818.0,31818.0,31818.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-4208.0,10685.0,12592.0,5492.0
處分及報廢不動產、廠房及設備損失（利益）,-1.0,-4669.0,-4669.0,-4669.0
處分投資損失（利益）,86585.0,-1.0,-9138.0,-15953.0
非金融資產減損損失,97235.0,266613.0,-31.0,0.0
其他項目,-1555.0,49948.0,380064.0,-31.0
收益費損項目合計,96789.0,2449.0,318736.0,496984.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-27564.0,-148043.0,944.0,600552.0
應收票據（增加）減少,5299.0,-1368.0,45864.0,3241.0
應收帳款（增加）減少,913.0,3520.0,-9737.0,473162.0
應收帳款－關係人（增加）減少,17598.0,25873.0,-6518.0,-1418.0
其他應收款（增加）減少,2456.0,17489.0,19650.0,879.0
存貨（增加）減少,191171.0,4863.0,11260.0,21245.0
其他流動資產（增加）減少,-14492.0,-45269.0,4467.0,26951.0
其他營業資產（增加）減少,0.0,28388.0,384666.0,6771.0
與營業活動相關之資產之淨變動合計,-176626.0,0.0,40409.0,1131383.0
合約負債增加（減少）,5608.0,-238674.0,0.0,129684.0
應付票據增加（減少）,-110684.0,-95.0,-254553.0,0.0
應付帳款增加（減少）,-104.0,-267956.0,-14154.0,-350679.0
應付帳款－關係人增加（減少）,-1632.0,1806.0,-157772.0,-24337.0
其他應付款增加（減少）,1030.0,-923.0,2262.0,-178151.0
負債準備增加（減少）,-296900.0,2411.0,-1728.0,-184.0
其他流動負債增加（減少）,-105729.0,-475043.0,3811.0,-2051.0
淨確定福利負債增加(減少),-19144.0,-520312.0,-381725.0,4908.0
與營業活動相關之負債之淨變動合計,164286.0,-253699.0,2941.0,-420810.0
與營業活動相關之資產及負債之淨變動合計,2470.0,107936.0,383005.0,710573.0
調整項目合計,13926.0,5549.0,881859.0,1207557.0
營運產生之現金流入（流出）,-2554.0,13926.0,8599.0,1654333.0
收取之利息,-1472.0,-5170.0,23903.0,15306.0
收取之股利,176656.0,-188918.0,-8252.0,23903.0
支付之利息,,-66677.0,-189136.0,-11096.0
退還（支付）之所得稅,-400.0,,716973.0,-172161.0
營業活動之淨現金流入（流出）,450000.0,-370936.0,,1510285.0
投資活動之現金流量,-30425.0,-10161.0,-370936.0,
取得透過其他綜合損益按公允價值衡量之金融資產,4248.0,566974.0,-10221.0,-370936.0
取得按攤銷後成本衡量之金融資產,-10312.0,0.0,642974.0,-20017.0
處分按攤銷後成本衡量之金融資產,-6306.0,-73790.0,0.0,720136.0
取得採用權益法之投資,406805.0,4708.0,7074.0,0.0
處分子公司,,-10932.0,-153779.0,7074.0
取得不動產、廠房及設備,8106.0,-8289.0,4708.0,-396501.0
處分不動產、廠房及設備,0.0,-85028.0,-10815.0,4708.0
存出保證金增加,0.0,12546.0,-21810.0,-8915.0
取得無形資產,0.0,,-344489.0,-23334.0
預付設備款增加,-1.0,-22067.0,-257294.0,-549356.0
投資活動之淨現金流入（流出）,-4935.0,0.0,,-637141.0
籌資活動之現金流量,0.0,-1005.0,-63988.0,
短期借款增加,3170.0,-9952.0,121950.0,-196851.0
償還長期借款,-757.0,12627.0,-1009.0,195695.0
存入保證金減少,585874.0,0.0,-14434.0,-917.0
租賃本金償還,3467411.0,-20397.0,-1313605.0,-18932.0
發放現金股利,4053285.0,-485.0,0.0,-1313605.0
現金增資,4053285.0,-75013.0,16320.0,0.0
