會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,526484.0,767862.0,739307.0,538706.0
本期稅前淨利（淨損）,526484.0,767862.0,739307.0,538706.0
折舊費用,106082.0,208923.0,306020.0,406859.0
攤銷費用,879.0,1707.0,2325.0,2745.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,22700.0,14176.0,32109.0,15114.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-9149.0,9776.0,8732.0,4769.0
利息費用,9986.0,22090.0,32917.0,29890.0
利息收入,-4729.0,-16324.0,-18507.0,-23103.0
採用權益法認列之關聯企業及合資損失（利益）之份額,1012.0,477.0,674.0,-146.0
處分及報廢不動產、廠房及設備損失（利益）,-702547.0,-707886.0,-704947.0,-694237.0
不動產、廠房及設備轉列費用數,3646.0,0.0,0.0,0.0
未實現銷貨利益（損失）,-4579.0,8708.0,12558.0,15667.0
已實現銷貨損失（利益）,4687.0,-8270.0,-13317.0,-17138.0
未實現外幣兌換損失（利益）,0.0,-1554.0,1204.0,-843.0
買回應付公司債損失（利益）,-830.0,0.0,0.0,1631.0
其他項目,-572842.0,-1669.0,-2504.0,-3268.0
收益費損項目合計,0.0,-469846.0,-342736.0,-262060.0
強制透過損益按公允價值衡量之金融資產（增加）減少,418210.0,0.0,-44382.0,-44164.0
應收票據（增加）減少,-467070.0,225742.0,266263.0,503398.0
應收帳款（增加）減少,-932.0,-890118.0,3050.0,275159.0
其他應收款（增加）減少,-74791.0,-24175.0,-132573.0,-107535.0
存貨（增加）減少,30209.0,3358.0,930860.0,560413.0
預付款項（增加）減少,17401.0,611878.0,92388.0,89455.0
其他流動資產（增加）減少,-76973.0,89931.0,18261.0,11343.0
與營業活動相關之資產之淨變動合計,-92862.0,-15479.0,1133867.0,1288069.0
合約負債增加（減少）,-145808.0,1137.0,-142245.0,104470.0
應付票據增加（減少）,-209137.0,-91025.0,-580106.0,-400569.0
應付帳款增加（減少）,185560.0,-511990.0,-282710.0,-547905.0
其他應付款增加（減少）,3053.0,114010.0,240221.0,265297.0
負債準備增加（減少）,-17715.0,487317.0,12384.0,-6085.0
其他流動負債增加（減少）,1516.0,12749.0,-39104.0,-18511.0
淨確定福利負債增加(減少),-275393.0,8712.0,6463.0,6830.0
與營業活動相關之負債之淨變動合計,-352366.0,3324.0,-785097.0,-596473.0
與營業活動相關之資產及負債之淨變動合計,-925208.0,23097.0,348770.0,691596.0
調整項目合計,-398724.0,24234.0,6034.0,429536.0
營運產生之現金流入（流出）,4660.0,-445612.0,745341.0,968242.0
收取之利息,-9821.0,322250.0,18023.0,22610.0
支付之利息,-10659.0,16263.0,-26857.0,-32204.0
退還（支付）之所得稅,-414544.0,-22025.0,-11464.0,-11666.0
營業活動之淨現金流入（流出）,,-11263.0,725043.0,946982.0
投資活動之現金流量,-327750.0,305225.0,,
取得按攤銷後成本衡量之金融資產,309414.0,,-1068379.0,-1760236.0
處分按攤銷後成本衡量之金融資產,-44995.0,-718967.0,1132748.0,1944572.0
取得不動產、廠房及設備,6727.0,810622.0,-89950.0,-128978.0
處分不動產、廠房及設備,-267.0,-76041.0,11793.0,14128.0
取得無形資產,-1805.0,19030.0,-537.0,-1291.0
其他非流動資產減少,-12761.0,-537.0,15005.0,45219.0
預付設備款增加,-71437.0,44622.0,-20301.0,-23086.0
投資活動之淨現金流入（流出）,,-15523.0,-19621.0,90328.0
籌資活動之現金流量,719474.0,63206.0,,
短期借款增加,-338499.0,,1806650.0,2385238.0
短期借款減少,0.0,1666500.0,-2149594.0,-2634948.0
償還公司債,-133.0,-1527061.0,0.0,-304530.0
舉借長期借款,-1583.0,0.0,0.0,0.0
償還長期借款,-1980.0,-266.0,-8739.0,-8726.0
存入保證金減少,0.0,-1779.0,0.0,-7170.0
其他非流動負債減少,377279.0,-1854.0,-6346.0,-1852.0
發放現金股利,-50714.0,0.0,-1855.0,0.0
庫藏股票買回成本,-159416.0,135540.0,0.0,0.0
籌資活動之淨現金流入（流出）,449654.0,-42871.0,-359884.0,-571988.0
匯率變動對現金及約當現金之影響,290238.0,461100.0,-63417.0,-16192.0
本期現金及約當現金增加（減少）數,290238.0,449654.0,282121.0,449130.0
