民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年03月31日,104年03月31日,103年12月31日,103年12月31日,103年03月31日,103年03月31日,Unnamed: 7_level_2,Unnamed: 8_level_2
Unnamed: 0_level_3,金額,%,金額,%,金額,%,Unnamed: 7_level_3,Unnamed: 8_level_3
流動資產,,,,,,,,
現金及約當現金,676887.0,8.74,486887.0,6.26,559184.0,6.97,,
透過損益按公允價值衡量之金融資產－流動,39414.0,0.51,38718.0,0.5,23674.0,0.3,,
備供出售金融資產－流動淨額,55700.0,0.72,52120.0,0.67,54516.0,0.68,,
應收票據淨額,103462.0,1.34,116457.0,1.5,118853.0,1.48,,
應收票據－關係人淨額,18625.0,0.24,7313.0,0.09,14007.0,0.17,,
應收帳款淨額,507524.0,6.55,456787.0,5.87,461578.0,5.75,,
應收帳款－關係人淨額,406245.0,5.24,377995.0,4.86,386083.0,4.81,,
其他應收款淨額,22184.0,0.29,14417.0,0.19,22038.0,0.27,,
存貨,730010.0,9.42,762433.0,9.81,790179.0,9.85,,
生物資產－流動淨額,13726.0,0.18,13899.0,0.18,17207.0,0.21,,
預付款項,88561.0,1.14,339556.0,4.37,400737.0,4.99,,
其他流動資產,27631.0,0.36,29494.0,0.38,52203.0,0.65,,
流動資產合計,2689969.0,34.72,2696076.0,34.67,2900259.0,36.15,,
非流動資產,,,,,,,,
備供出售金融資產－非流動淨額,1721.0,0.02,1975.0,0.03,2354.0,0.03,,
以成本衡量之金融資產－非流動淨額,62730.0,0.81,63158.0,0.81,62028.0,0.77,,
採用權益法之投資淨額,2001119.0,25.83,1979257.0,25.45,1979517.0,24.67,,
不動產、廠房及設備,2101869.0,27.13,2593573.0,33.36,2578892.0,32.14,,
投資性不動產淨額,640427.0,8.27,182919.0,2.35,178608.0,2.23,,
無形資產,61150.0,0.79,65333.0,0.84,74887.0,0.93,,
生物資產－非流動,10861.0,0.14,10570.0,0.14,10274.0,0.13,,
遞延所得稅資產,74413.0,0.96,74647.0,0.96,78105.0,0.97,,
其他非流動資產,103741.0,1.34,108152.0,1.39,158723.0,1.98,,
非流動資產合計,5058031.0,65.28,5079584.0,65.33,5123388.0,63.85,,
資產總計,7748000.0,100.0,7775660.0,100.0,8023647.0,100.0,,
流動負債,,,,,,,,
短期借款,339917.0,4.39,525439.0,6.76,348992.0,4.35,,
應付短期票券,330000.0,4.26,120000.0,1.54,130000.0,1.62,,
透過損益按公允價值衡量之金融負債－流動,5415.0,0.07,6100.0,0.08,0.0,0.0,,
應付票據,204649.0,2.64,171034.0,2.2,195841.0,2.44,,
應付帳款,281152.0,3.63,215114.0,2.77,352914.0,4.4,,
其他應付款,234649.0,3.03,307342.0,3.95,210056.0,2.62,,
其他流動負債,1188552.0,15.34,997327.0,12.83,701340.0,8.74,,
流動負債合計,2584334.0,33.35,2342356.0,30.12,1939143.0,24.17,,
非流動負債,,,,,,,,
透過損益按公允價值衡量之金融負債－非流動,0.0,0.0,0.0,0.0,2800.0,0.03,,
應付公司債,0.0,0.0,0.0,0.0,481141.0,6.0,,
長期借款,1335896.0,17.24,1593550.0,20.49,1775000.0,22.12,,
遞延所得稅負債,222537.0,2.87,222537.0,2.86,222537.0,2.77,,
其他非流動負債,267429.0,3.45,262055.0,3.37,274996.0,3.43,,
非流動負債合計,1825862.0,23.57,2078142.0,26.73,2756474.0,34.35,,
負債總計,4410196.0,56.92,4420498.0,56.85,4695617.0,58.52,,
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,3533360.0,45.6,3533360.0,45.44,3533360.0,44.04,,
待註銷股本,0.0,0.0,0.0,0.0,0.0,0.0,,
股本合計,3533360.0,45.6,3533360.0,45.44,3533360.0,44.04,,
資本公積,,,,,,,,
資本公積合計,23770.0,0.31,23770.0,0.31,23770.0,0.3,,
保留盈餘,,,,,,,,
法定盈餘公積,0.0,0.0,0.0,0.0,0.0,0.0,,
特別盈餘公積,240776.0,3.11,240776.0,3.1,240776.0,3.0,,
未分配盈餘（或待彌補虧損）,-250065.0,-3.23,-240262.0,-3.09,-275380.0,-3.43,,
保留盈餘合計,-9289.0,-0.12,514.0,0.01,-34604.0,-0.43,,
其他權益,,,,,,,,
其他權益合計,-10984.0,-0.14,-3353.0,-0.04,4699.0,0.06,,
庫藏股票,-203876.0,-2.63,-203876.0,-2.62,-203876.0,-2.54,,
歸屬於母公司業主之權益合計,3332981.0,43.02,3350415.0,43.09,3323349.0,41.42,,
共同控制下前手權益,0.0,0.0,0.0,0.0,0.0,0.0,,
非控制權益,4823.0,0.06,4747.0,0.06,4681.0,0.06,,
權益總計,3337804.0,43.08,3355162.0,43.15,3328030.0,41.48,,
負債及權益總計,7748000.0,100.0,7775660.0,100.0,8023647.0,100.0,,
待註銷股本股數（單位：股）,0.0,,0.0,,0.0,,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,13680042.0,,13680042.0,,13680042.0,,,
